Scientific.Name,sub-order,Family,DescriptionYear,MaxSVL_mm,MaxAvgBroodSize,Diet,ReproductMode,substrate,TreeImputed,Missing_MaxSVL,Missing_MaxAvgBroodSize,Missing_Diet,Missing_ReproductMode,Missing_substrate
Rhabdophis swinhonis,Serpentes,Colubridae (Natricinae),1868,,,Carnivorous,Oviparous,Semi-Aquatic,0,1,1,0,0,0
Rhabdophis tigrinus,Serpentes,Colubridae (Natricinae),1826,,20,*Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Rhabdops olivaceus,Serpentes,Colubridae (Natricinae),1863,,,Carnivorous,Oviparous,Fossorial&Terrestrial,1,1,1,0,0,0
Rhachidelus brazili,Serpentes,Colubridae (Dipsadinae),1908,1372,4.5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Rhadinaea bogertorum,Serpentes,Colubridae (Dipsadinae),1974,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea calligaster,Serpentes,Colubridae (Dipsadinae),1875,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea cuneata,Serpentes,Colubridae (Dipsadinae),1974,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea decorata,Serpentes,Colubridae (Dipsadinae),1858,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea flavilata,Serpentes,Colubridae (Dipsadinae),1871,,2.5,*Carnivorous,Oviparous,Fossorial&Terrestrial,0,1,0,0,0,0
Rhadinaea forbesi,Serpentes,Colubridae (Dipsadinae),1942,414,,*Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Rhadinaea fulvivittis,Serpentes,Colubridae (Dipsadinae),1875,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Rhadinaea gaigeae,Serpentes,Colubridae (Dipsadinae),1937,650,4,*Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Rhadinaea hesperia,Serpentes,Colubridae (Dipsadinae),1940,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea laureata,Serpentes,Colubridae (Dipsadinae),1868,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea macdougalli,Serpentes,Colubridae (Dipsadinae),1949,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea marcellae,Serpentes,Colubridae (Dipsadinae),1949,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea montana,Serpentes,Colubridae (Dipsadinae),1944,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea myersi,Serpentes,Colubridae (Dipsadinae),1965,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea omiltemana,Serpentes,Colubridae (Dipsadinae),1894,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea pulveriventris,Serpentes,Colubridae (Dipsadinae),1896,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinaea quinquelineata,Serpentes,Colubridae (Dipsadinae),1886,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea sargenti,Serpentes,Colubridae (Dipsadinae),1939,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinaea taeniata,Serpentes,Colubridae (Dipsadinae),1863,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinaea vermiculaticeps,Serpentes,Colubridae (Dipsadinae),1860,250,7.5,*Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Rhadinella anachoreta,Serpentes,Colubridae (Dipsadinae),1994,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella godmani,Serpentes,Colubridae (Dipsadinae),1865,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella hannsteini,Serpentes,Colubridae (Dipsadinae),1949,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella hempsteadae,Serpentes,Colubridae (Dipsadinae),1941,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella kanalchutchan,Serpentes,Colubridae (Dipsadinae),1995,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinella kinkelini,Serpentes,Colubridae (Dipsadinae),1898,,7.5,Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella lachrymans,Serpentes,Colubridae (Dipsadinae),1870,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella montecristi,Serpentes,Colubridae (Dipsadinae),1952,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella pegosalyta,Serpentes,Colubridae (Dipsadinae),2006,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella pilonaorum,Serpentes,Colubridae (Dipsadinae),1954,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella posadasi,Serpentes,Colubridae (Dipsadinae),1936,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella rogerromani,Serpentes,Colubridae (Dipsadinae),1999,,7.5,Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinella schistosa,Serpentes,Colubridae (Dipsadinae),1941,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhadinella serperaster,Serpentes,Colubridae (Dipsadinae),1871,,7.5,*Carnivorous,Oviparous,Fossorial&Terrestrial,1,1,0,0,0,0
Rhadinella stadelmani,Serpentes,Colubridae (Dipsadinae),1941,,,*Carnivorous,,,,1,1,0,1,1
Rhadinella tolpanorum,Serpentes,Colubridae (Dipsadinae),1994,,7.5,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Rhadinophanes monticola,Serpentes,Colubridae (Dipsadinae),1981,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhamnophis aethiopissa,Serpentes,Colubridae,1862,869,,Carnivorous,Oviparous,Arboreal,1,0,1,0,0,0
Rhamnophis batesii,Serpentes,Colubridae,1908,,,*Carnivorous,Oviparous,Arboreal,1,1,1,0,0,0
Rhamphiophis oxyrhynchus,Serpentes,Psammophiidae,1843,1043,,Carnivorous,Oviparous,Fossorial&Terrestrial,0,0,1,0,0,0
Rhamphiophis rostratus,Serpentes,Psammophiidae,1854,1105,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Rhamphiophis rubropunctatus,Serpentes,Psammophiidae,1884,,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,1,0,0,0
Rhinobothryum bovallii,Serpentes,Colubridae,1916,1170,,*Carnivorous,Oviparous,Arboreal&Terrestrial,1,0,1,0,0,0
Rhinobothryum lentiginosum,Serpentes,Colubridae,1785,,3.5,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,0,0,0,0
Rhinocheilus lecontei,Serpentes,Colubridae,1853,,6.5,Carnivorous,Oviparous,Fossorial,0,1,0,0,0,0
Rhinophis blythii,Serpentes,Uropeltidae,1853,,,*Carnivorous,Viviparous,Fossorial,0,1,1,0,0,0
Rhinophis dorsimaculatus,Serpentes,Uropeltidae,1941,,,*Carnivorous,Viviparous,Fossorial,0,1,1,0,0,0
Rhinophis drummondhayi,Serpentes,Uropeltidae,1921,,,*Carnivorous,Viviparous,*Fossorial (imputed),0,1,1,0,0,0
Rhinophis erangaviraji,Serpentes,Uropeltidae,2009,291,,*Carnivorous,Viviparous,Fossorial,0,0,1,0,0,0
Rhinophis fergusonianus,Serpentes,Uropeltidae,1896,4577,,*Carnivorous,Viviparous,Fossorial,1,0,1,0,0,0
Rhinophis goweri,Serpentes,Uropeltidae,2013,,,*Carnivorous,Viviparous,Fossorial,1,1,1,0,0,0
Rhinophis homolepis,Serpentes,Uropeltidae,1820,291,,*Carnivorous,Viviparous,Fossorial,0,0,1,0,0,0
Rhinophis lineatus,Serpentes,Uropeltidae,2011,,,*Carnivorous,Viviparous,,1,1,1,0,0,1
Rhinophis melanogaster,Serpentes,Uropeltidae,1858,,,*Carnivorous,,,,1,1,0,1,1
Rhinophis oxyrhynchus,Serpentes,Uropeltidae,1801,,,*Carnivorous,Viviparous,*Fossorial (imputed),0,1,1,0,0,0
Rhinophis philippinus,Serpentes,Uropeltidae,1829,2526,,*Carnivorous,Viviparous,Fossorial,0,0,1,0,0,0
Rhinophis phillipsi,Serpentes,Uropeltidae,1929,,,*Carnivorous,,,,1,1,0,1,1
Rhinophis porrectus,Serpentes,Uropeltidae,1921,,,*Carnivorous,Viviparous,,1,1,1,0,0,1
Rhinophis punctatus,Serpentes,Uropeltidae,1832,,,*Carnivorous,Viviparous,,1,1,1,0,0,1
Rhinophis saffragamus,Serpentes,Uropeltidae,1853,329,,*Carnivorous,,,,0,1,0,1,1
Rhinophis sanguineus,Serpentes,Uropeltidae,1863,,,*Carnivorous,Viviparous,*Fossorial (imputed),1,1,1,0,0,0
Rhinophis travancoricus,Serpentes,Uropeltidae,1892,,,*Carnivorous,Viviparous,*Fossorial (imputed),0,1,1,0,0,0
Rhinophis tricoloratus,Serpentes,Uropeltidae,1975,,,*Carnivorous,Viviparous,,,1,1,0,0,1
Rhinophis zigzag,Serpentes,Uropeltidae,2011,,,*Carnivorous,Viviparous,,1,1,1,0,0,1
Rhinoplocephalus bicolor,Serpentes,Elapidae,1885,400,2.75,Carnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Rhynchocalamus arabicus,Serpentes,Colubridae,1933,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Rhynchocalamus melanocephalus,Serpentes,Colubridae,1862,435,4,Carnivorous,Oviparous,Fossorial&Terrestrial,1,0,0,0,0,0
Rodriguesophis chui,Serpentes,Colubridae (Dipsadinae),1993,300,,Carnivorous,,Cryptic&Fossorial,1,0,1,0,1,0
Rodriguesophis iglesiasi,Serpentes,Colubridae (Dipsadinae),1915,444,2,Carnivorous,Oviparous,Fossorial,0,0,0,0,0,0
Rodriguesophis scriptorcibatus,Serpentes,Colubridae (Dipsadinae),1993,316,,Carnivorous,,Fossorial,1,0,1,0,1,0
Sahyadriophis beddomei,Serpentes,Colubridae (Natricinae),1864,495,,Carnivorous,Oviparous,Terrestrial,,0,1,0,0,0
Salomonelaps par,Serpentes,Elapidae,1884,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Salvadora bairdi,Serpentes,Colubridae,1860,,8,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Salvadora grahamiae,Serpentes,Colubridae,1853,,7,Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Salvadora hexalepis,Serpentes,Colubridae,1867,,6,Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Salvadora intermedia,Serpentes,Colubridae,1940,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Salvadora lemniscata,Serpentes,Colubridae,1895,,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,1,1,0,0,0
Salvadora mexicana,Serpentes,Colubridae,1854,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Sanzinia madagascariensis,Serpentes,Boidae,1844,1910,,*Carnivorous,Viviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Sanzinia volontany,Serpentes,Boidae,2004,,,*Carnivorous,,,1,1,1,0,1,1
Saphenophis antioquiensis,Serpentes,Colubridae (Dipsadinae),1943,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Saphenophis atahuallpae,Serpentes,Colubridae (Dipsadinae),1901,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Saphenophis boursieri,Serpentes,Colubridae (Dipsadinae),1867,,6,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Saphenophis sneiderni,Serpentes,Colubridae (Dipsadinae),1973,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Saphenophis tristriatus,Serpentes,Colubridae (Dipsadinae),1940,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Scaphiodontophis annulatus,Serpentes,Colubridae,1854,,,Carnivorous,Oviparous,Fossorial&Terrestrial,0,1,1,0,0,0
Scaphiodontophis venustissimus,Serpentes,Colubridae,1894,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Scaphiophis albopunctatus,Serpentes,Colubridae,1870,1302,,Carnivorous,Oviparous,Fossorial&Terrestrial,0,0,1,0,0,0
Scaphiophis raffreyi,Serpentes,Colubridae,1875,1260,,*Carnivorous,Oviparous,Fossorial&Terrestrial,1,0,1,0,0,0
Scolecophis atrocinctus,Serpentes,Colubridae,1837,,7,Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Seminatrix pygaea,Serpentes,Colubridae (Natricinae),1871,,8,*Carnivorous,Viviparous,Aquatic,0,1,0,0,0,0
Senticolis triaspis,Serpentes,Colubridae,1866,,4.6,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,0,0,0,0
Sibon annulatus,Serpentes,Colubridae (Dipsadinae),1872,380,4,Carnivorous,Oviparous,Arboreal,1,0,0,0,0,0
Sibon anthracops,Serpentes,Colubridae (Dipsadinae),1868,,4,Carnivorous,Oviparous,Arboreal&Terrestrial,1,1,0,0,0,0
Sibon argus,Serpentes,Colubridae (Dipsadinae),1875,,4,Carnivorous,Oviparous,Arboreal,1,1,0,0,0,0
Sibon carri,Serpentes,Colubridae (Dipsadinae),1951,,,*Carnivorous,Oviparous,Arboreal,1,1,1,0,0,0
Sibon dimidiatus,Serpentes,Colubridae (Dipsadinae),1872,,4,Carnivorous,Oviparous,Arboreal,1,1,0,0,0,0
Sibon dunni,Serpentes,Colubridae (Dipsadinae),1957,,,*Carnivorous,Oviparous,Arboreal,1,1,1,0,0,0
Sibon lamari,Serpentes,Colubridae (Dipsadinae),2001,,4,Carnivorous,Oviparous,Arboreal,1,1,0,0,0,0
Sibon linearis,Serpentes,Colubridae (Dipsadinae),2002,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Sibon longifrenis,Serpentes,Colubridae (Dipsadinae),1909,,4,Carnivorous,Oviparous,Arboreal,1,1,0,0,0,0
Sibon manzanaresi,Serpentes,Colubridae (Dipsadinae),2007,,4,*Carnivorous,Oviparous,Arboreal,1,1,0,0,0,0
Sibon merendonensis,Serpentes,Colubridae (Dipsadinae),2012,,,*Carnivorous,Oviparous,Arboreal,1,1,1,0,0,0
Sibon miskitus,Serpentes,Colubridae (Dipsadinae),2006,,4,*Carnivorous,Oviparous,Arboreal,1,1,0,0,0,0
Sibon nebulatus,Serpentes,Colubridae (Dipsadinae),1758,519,6,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Sibon noalamina,Serpentes,Colubridae (Dipsadinae),2012,,,*Carnivorous,Oviparous,Arboreal,0,1,1,0,0,0
Sibon perissostichon,Serpentes,Colubridae (Dipsadinae),2010,,,*Carnivorous,Oviparous,Arboreal,1,1,1,0,0,0
Sibynophis bistrigatus,Serpentes,Colubridae,1868,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Sibynophis bivittatus,Serpentes,Colubridae,1894,,,*Carnivorous,,,1,1,1,0,1,1
Sibynophis chinensis,Serpentes,Colubridae,1889,,3,Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Sibynophis collaris,Serpentes,Colubridae,1853,,5,Carnivorous,Oviparous,Terrestrial,0,1,0,0,0,0
Sibynophis geminatus,Serpentes,Colubridae,1826,,1,*Carnivorous,Oviparous,Terrestrial,1,1,0,0,0,0
Sibynophis melanocephalus,Serpentes,Colubridae,1834,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Sibynophis sagittarius,Serpentes,Colubridae,1839,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Sibynophis subpunctatus,Serpentes,Colubridae,1854,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Sibynophis triangularis,Serpentes,Colubridae,1958,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Simalia amethistina,Serpentes,Pythonidae,1801,4900,11.5,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Simalia boeleni,Serpentes,Pythonidae,1953,,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,1,0,0,0
Simalia clastolepis,Serpentes,Pythonidae,2000,,,*Carnivorous,,Arboreal&Terrestrial,0,1,1,0,1,0
Simalia kinghorni,Serpentes,Pythonidae,1933,4900,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Simalia nauta,Serpentes,Pythonidae,2000,1985,,*Carnivorous,,Arboreal&Terrestrial,0,0,1,0,1,0
Simalia tracyae,Serpentes,Pythonidae,2000,,6.7,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,0,0,0,0
Simophis rhinostoma,Serpentes,Colubridae,1837,765,,*Carnivorous,Oviparous,Fossorial,1,0,1,0,0,0
Simoselaps anomalus,Serpentes,Elapidae,1919,194,3,Carnivorous,Oviparous,Fossorial,0,0,0,0,0,0
Simoselaps bertholdi,Serpentes,Elapidae,1859,312,4.67,Carnivorous,Oviparous,Fossorial,0,0,0,0,0,0
Simoselaps littoralis,Serpentes,Elapidae,1968,354,3.5,Carnivorous,Oviparous,Fossorial,0,0,0,0,0,0
Simoselaps minimus,Serpentes,Elapidae,1960,194,,Carnivorous,Oviparous,Fossorial,0,0,1,0,0,0
Sinomicrurus japonicus,Serpentes,Elapidae,1868,505,,*Carnivorous,,Fossorial,0,0,1,0,1,0
Sinomicrurus kelloggi,Serpentes,Elapidae,1928,557,6.5,Carnivorous,Oviparous,Fossorial,0,0,0,0,0,0
Sinomicrurus macclellandi,Serpentes,Elapidae,1844,714,,Carnivorous,Oviparous,Fossorial&Terrestrial,0,0,1,0,0,0
Sinomicrurus sauteri,Serpentes,Elapidae,1913,,,Carnivorous,Oviparous,Fossorial,1,1,1,0,0,0
Siphlophis ayauma,Serpentes,Colubridae (Dipsadinae),2014,,,*Carnivorous,,Arboreal,1,1,1,0,1,0
Siphlophis cervinus,Serpentes,Colubridae (Dipsadinae),1768,990,4.9,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Siphlophis compressus,Serpentes,Colubridae (Dipsadinae),1803,1229,6.2,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Siphlophis leucocephalus,Serpentes,Colubridae (Dipsadinae),1863,708,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,0,1,0,0,0
Siphlophis longicaudatus,Serpentes,Colubridae (Dipsadinae),1901,931,6,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Siphlophis pulcher,Serpentes,Colubridae (Dipsadinae),1820,803,4,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Siphlophis worontzowi,Serpentes,Colubridae (Dipsadinae),1940,885,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,0,1,0,0,0
Sistrurus catenatus,Serpentes,Viperidae,1818,,9.3,Carnivorous,Viviparous,Semi-Aquatic,0,1,0,0,0,0
Sistrurus miliarius,Serpentes,Viperidae,1766,,8.8,*Carnivorous,Viviparous,Terrestrial,0,1,0,0,0,0
Smithophis bicolor,Serpentes,Colubridae (Natricinae),1854,593,,Carnivorous,Oviparous,Aquatic,,0,1,0,0,0
Sonora aemula,Serpentes,Colubridae,1879,,,*Carnivorous,Oviparous,Fossorial&Terrestrial,0,1,1,0,0,0
Sonora annulata,Serpentes,Colubridae,1859,,,Carnivorous,Oviparous,Fossorial,,1,1,0,0,0
Sonora michoacanensis,Serpentes,Colubridae,1884,272,,*Carnivorous,Oviparous,Fossorial,0,0,1,0,0,0
Sonora mutabilis,Serpentes,Colubridae,1943,256,,*Carnivorous,Oviparous,Fossorial&Terrestrial,0,0,1,0,0,0
Sonora occipitalis,Serpentes,Colubridae,1854,,,*Carnivorous,Oviparous,Fossorial,,1,1,0,0,0
Sonora palarostris,Serpentes,Colubridae,1937,,,*Carnivorous,Oviparous,Terrestrial,,1,1,0,0,0
Sonora savagei,Serpentes,Colubridae,1954,268,,*Carnivorous,Oviparous,,,0,1,0,0,1
Sonora semiannulata,Serpentes,Colubridae,1853,,3.6,Carnivorous,Oviparous,Fossorial&Terrestrial,0,1,0,0,0,0
Sonora straminea,Serpentes,Colubridae,1860,,,*Carnivorous,Oviparous,Fossorial,,1,1,0,0,0
Sordellina punctata,Serpentes,Colubridae (Dipsadinae),1880,496,,*Carnivorous,Viviparous,Aquatic,0,0,1,0,0,0
Spalerosophis arenarius,Serpentes,Colubridae,1890,,,*Carnivorous,Oviparous,Arboreal&Terrestrial,1,1,1,0,0,0
Spalerosophis atriceps,Serpentes,Colubridae,1885,1367,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,0,1,0,0,0
Spalerosophis diadema,Serpentes,Colubridae,1837,1545,10,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Spalerosophis dolichospilus,Serpentes,Colubridae,1923,,,Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Spalerosophis josephscorteccii,Serpentes,Colubridae,1964,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Spalerosophis microlepis,Serpentes,Colubridae,1865,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Spilotes pullatus,Serpentes,Colubridae,1758,1200,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Spilotes sulphureus,Serpentes,Colubridae,1824,,9,Carnivorous,Oviparous,Arboreal&Terrestrial,0,1,0,0,0,0
Stegonotus batjanensis,Serpentes,Colubridae,1865,1490,,*Carnivorous,Oviparous,,0,0,1,0,0,1
Stegonotus borneensis,Serpentes,Colubridae,1967,866,,*Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Stegonotus cucullatus,Serpentes,Colubridae,1854,916,11.7,Carnivorous,Oviparous,Arboreal&Terrestrial,1,0,0,0,0,0
Stegonotus diehli,Serpentes,Colubridae,1905,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Stegonotus florensis,Serpentes,Colubridae,1917,850,,*Carnivorous,,,1,0,1,0,1,1
Stegonotus guentheri,Serpentes,Colubridae,1895,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Stegonotus heterurus,Serpentes,Colubridae,1893,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Stegonotus modestus,Serpentes,Colubridae,1837,915,,*Carnivorous,Oviparous,,1,0,1,0,0,1
Stegonotus muelleri,Serpentes,Colubridae,1854,1545,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Stegonotus parvus,Serpentes,Colubridae,1874,,,*Carnivorous,Oviparous,,1,1,1,0,0,1
Stenorrhina degenhardtii,Serpentes,Colubridae,1846,,15,Carnivorous,Oviparous,Fossorial&Terrestrial,1,1,0,0,0,0
Stenorrhina freminvillei,Serpentes,Colubridae,1854,,11.6,Carnivorous,Oviparous,Fossorial&Terrestrial,0,1,0,0,0,0
Stichophanes ningshaanensis,Serpentes,Colubridae,1983,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Stoliczkia khasiensis,Serpentes,Xenodermidae,1870,630,,*Carnivorous,Oviparous,,1,0,1,0,0,1
Storeria dekayi,Serpentes,Colubridae (Natricinae),1839,334,13,Carnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Storeria hidalgoensis,Serpentes,Colubridae (Natricinae),1942,,,Carnivorous,Viviparous,Terrestrial,1,1,1,0,0,0
Storeria occipitomaculata,Serpentes,Colubridae (Natricinae),1839,,9,Carnivorous,Viviparous,Fossorial&Terrestrial,0,1,0,0,0,0
Storeria storerioides,Serpentes,Colubridae (Natricinae),1866,,5.4,Carnivorous,Viviparous,Fossorial&Terrestrial,0,1,0,0,0,0
Subsessor bocourti,Serpentes,Homalopsidae,1865,,11.5,Carnivorous,Viviparous,Aquatic,0,1,0,0,0,0
Sumatranus albomaculata,Serpentes,Homalopsidae,1854,,,*Carnivorous,Viviparous,,1,1,1,0,0,1
Suta dwyeri,Serpentes,Elapidae,1956,456,3.15,Carnivorous,Viviparous,Terrestrial,,0,0,0,0,0
Suta fasciata,Serpentes,Elapidae,1905,513,4.31,Carnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Suta flagellum,Serpentes,Elapidae,1878,366,3.55,Carnivorous,Viviparous,Terrestrial,,0,0,0,0,0
Suta gouldii,Serpentes,Elapidae,1841,504,4.3,Carnivorous,Viviparous,Terrestrial,,0,0,0,0,0
Suta monachus,Serpentes,Elapidae,1964,456,3.12,Carnivorous,Viviparous,Terrestrial,,0,0,0,0,0
Suta nigriceps,Serpentes,Elapidae,1863,530,3.72,Carnivorous,Viviparous,Terrestrial,,0,0,0,0,0
Suta ordensis,Serpentes,Elapidae,1984,,,*Carnivorous,Viviparous,Terrestrial,1,1,1,0,0,0
Suta punctata,Serpentes,Elapidae,1896,502,3.67,Carnivorous,Viviparous,Terrestrial,1,0,0,0,0,0
Suta spectabilis,Serpentes,Elapidae,1869,356,3,Carnivorous,Viviparous,Terrestrial,,0,0,0,0,0
Suta suta,Serpentes,Elapidae,1863,760,4.59,Carnivorous,Viviparous,Terrestrial,0,0,0,0,0,0
Symphimus leucostomus,Serpentes,Colubridae,1869,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Symphimus mayae,Serpentes,Colubridae,1936,,3.25,*Carnivorous,Oviparous,Arboreal&Terrestrial,1,1,0,0,0,0
Sympholis lippiens,Serpentes,Colubridae,1862,,,*Carnivorous,Oviparous,Fossorial,0,1,1,0,0,0
Synophis bicolor,Serpentes,Colubridae (Dipsadinae),1896,,,*Carnivorous,Oviparous,Fossorial&Terrestrial,0,1,1,0,0,0
Synophis calamitus,Serpentes,Colubridae (Dipsadinae),1990,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Synophis lasallei,Serpentes,Colubridae (Dipsadinae),1950,,,*Carnivorous,Oviparous,Terrestrial,1,1,1,0,0,0
Synophis plectovertebralis,Serpentes,Colubridae (Dipsadinae),2001,,,*Carnivorous,Oviparous,Fossorial&Terrestrial,1,1,1,0,0,0
Tachymenis ocellata,Serpentes,Colubridae (Dipsadinae),1854,334,7.5,*Carnivorous,Viviparous,Terrestrial,,0,0,0,0,0
Tachymenis peruviana,Serpentes,Colubridae (Dipsadinae),1834,,,*Carnivorous,Viviparous,Terrestrial,0,1,1,0,0,0
Tachymenis trigonatus,Serpentes,Colubridae (Dipsadinae),1873,355,,*Carnivorous,Viviparous,Terrestrial,,0,1,0,0,0
Tachymenoides affinis,Serpentes,Colubridae (Dipsadinae),1896,,,*Carnivorous,Viviparous,,,1,1,0,0,1
Taeniophallus brevirostris,Serpentes,Colubridae (Dipsadinae),1863,,,Carnivorous,Oviparous,Fossorial&Terrestrial,0,1,1,0,0,0
Taeniophallus nebularis,Serpentes,Colubridae (Dipsadinae),2005,331,,*Carnivorous,Oviparous,,1,0,1,0,0,1
Taeniophallus nicagus,Serpentes,Colubridae (Dipsadinae),1868,,,Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Tantalophis discolor,Serpentes,Colubridae (Dipsadinae),1860,,,*Carnivorous,Oviparous,Terrestrial,0,1,1,0,0,0
Tantilla albiceps,Serpentes,Colubridae,1925,,,*Carnivorous,Oviparous,Fossorial,1,1,1,0,0,0
Tantilla alticola,Serpentes,Colubridae,1903,,,Carnivorous,Oviparous,Fossorial&Terrestrial,1,1,1,0,0,0
Tantilla andinista,Serpentes,Colubridae,1980,,,*Carnivorous,Oviparous,Fossorial,1,1,1,0,0,0
